catalogNumber,split,is_negative,num_instances,image_path,label_path
UARK012552,train,False,0,data\yolo_dataset\images\train\UARK012552.jpg,data\yolo_dataset\labels\train\UARK012552.txt
UARK012494,train,False,2,data\yolo_dataset\images\train\UARK012494.jpg,data\yolo_dataset\labels\train\UARK012494.txt
UARK012509,train,False,24,data\yolo_dataset\images\train\UARK012509.jpg,data\yolo_dataset\labels\train\UARK012509.txt
UARK012523,train,False,2,data\yolo_dataset\images\train\UARK012523.jpg,data\yolo_dataset\labels\train\UARK012523.txt
UARK012558,train,False,1,data\yolo_dataset\images\train\UARK012558.jpg,data\yolo_dataset\labels\train\UARK012558.txt
UARK012535,train,False,1,data\yolo_dataset\images\train\UARK012535.jpg,data\yolo_dataset\labels\train\UARK012535.txt
UARK012543,train,False,1,data\yolo_dataset\images\train\UARK012543.jpg,data\yolo_dataset\labels\train\UARK012543.txt
UARK012536,train,False,1,data\yolo_dataset\images\train\UARK012536.jpg,data\yolo_dataset\labels\train\UARK012536.txt
UARK012525,train,False,2,data\yolo_dataset\images\train\UARK012525.jpg,data\yolo_dataset\labels\train\UARK012525.txt
2019-0006761,train,False,1,data\yolo_dataset\images\train\2019-0006761.jpg,data\yolo_dataset\labels\train\2019-0006761.txt
637080,train,False,13,data\yolo_dataset\images\train\637080.jpg,data\yolo_dataset\labels\train\637080.txt
637083,train,False,4,data\yolo_dataset\images\train\637083.jpg,data\yolo_dataset\labels\train\637083.txt
637082,train,False,7,data\yolo_dataset\images\train\637082.jpg,data\yolo_dataset\labels\train\637082.txt
637081,train,False,7,data\yolo_dataset\images\train\637081.jpg,data\yolo_dataset\labels\train\637081.txt
UNA00074063,train,False,3,data\yolo_dataset\images\train\UNA00074063.jpg,data\yolo_dataset\labels\train\UNA00074063.txt
UNA00066648,train,False,3,data\yolo_dataset\images\train\UNA00066648.jpg,data\yolo_dataset\labels\train\UNA00066648.txt
UNA00058675,train,False,21,data\yolo_dataset\images\train\UNA00058675.jpg,data\yolo_dataset\labels\train\UNA00058675.txt
UNA00066877,train,False,16,data\yolo_dataset\images\train\UNA00066877.jpg,data\yolo_dataset\labels\train\UNA00066877.txt
PH00249826,train,False,24,data\yolo_dataset\images\train\PH00249826.jpg,data\yolo_dataset\labels\train\PH00249826.txt
PH00249813,train,False,2,data\yolo_dataset\images\train\PH00249813.jpg,data\yolo_dataset\labels\train\PH00249813.txt
PH00249816,train,False,2,data\yolo_dataset\images\train\PH00249816.jpg,data\yolo_dataset\labels\train\PH00249816.txt
PH00820795,train,False,29,data\yolo_dataset\images\train\PH00820795.jpg,data\yolo_dataset\labels\train\PH00820795.txt
PH00249810,train,False,2,data\yolo_dataset\images\train\PH00249810.jpg,data\yolo_dataset\labels\train\PH00249810.txt
PH00249801,train,False,6,data\yolo_dataset\images\train\PH00249801.jpg,data\yolo_dataset\labels\train\PH00249801.txt
PH00249823,train,False,2,data\yolo_dataset\images\train\PH00249823.jpg,data\yolo_dataset\labels\train\PH00249823.txt
PH00249802,train,False,8,data\yolo_dataset\images\train\PH00249802.jpg,data\yolo_dataset\labels\train\PH00249802.txt
PH00249814,train,False,2,data\yolo_dataset\images\train\PH00249814.jpg,data\yolo_dataset\labels\train\PH00249814.txt
PH00249824,train,False,12,data\yolo_dataset\images\train\PH00249824.jpg,data\yolo_dataset\labels\train\PH00249824.txt
PH00249805,train,False,2,data\yolo_dataset\images\train\PH00249805.jpg,data\yolo_dataset\labels\train\PH00249805.txt
PH00802326,train,False,1,data\yolo_dataset\images\train\PH00802326.jpg,data\yolo_dataset\labels\train\PH00802326.txt
PH00249811,train,False,2,data\yolo_dataset\images\train\PH00249811.jpg,data\yolo_dataset\labels\train\PH00249811.txt
PH00249806,train,False,2,data\yolo_dataset\images\train\PH00249806.jpg,data\yolo_dataset\labels\train\PH00249806.txt
PH00249817,train,False,8,data\yolo_dataset\images\train\PH00249817.jpg,data\yolo_dataset\labels\train\PH00249817.txt
LL00412877,train,False,30,data\yolo_dataset\images\train\LL00412877.jpg,data\yolo_dataset\labels\train\LL00412877.txt
TEX00412878,train,False,1,data\yolo_dataset\images\train\TEX00412878.jpg,data\yolo_dataset\labels\train\TEX00412878.txt
TEX00412876,train,False,2,data\yolo_dataset\images\train\TEX00412876.jpg,data\yolo_dataset\labels\train\TEX00412876.txt
TEX00007225,train,False,26,data\yolo_dataset\images\train\TEX00007225.jpg,data\yolo_dataset\labels\train\TEX00007225.txt
TEX00007227,train,False,2,data\yolo_dataset\images\train\TEX00007227.jpg,data\yolo_dataset\labels\train\TEX00007227.txt
LL00183982,train,False,2,data\yolo_dataset\images\train\LL00183982.jpg,data\yolo_dataset\labels\train\LL00183982.txt
LL00007229,train,False,1,data\yolo_dataset\images\train\LL00007229.jpg,data\yolo_dataset\labels\train\LL00007229.txt
TEX00412875,train,False,2,data\yolo_dataset\images\train\TEX00412875.jpg,data\yolo_dataset\labels\train\TEX00412875.txt
TEX00445597,train,False,1,data\yolo_dataset\images\train\TEX00445597.jpg,data\yolo_dataset\labels\train\TEX00445597.txt
CLEMS0035060,train,False,2,data\yolo_dataset\images\train\CLEMS0035060.jpg,data\yolo_dataset\labels\train\CLEMS0035060.txt
CLEMS0035041,train,False,2,data\yolo_dataset\images\train\CLEMS0035041.jpg,data\yolo_dataset\labels\train\CLEMS0035041.txt
CLEMS0035058,train,False,1,data\yolo_dataset\images\train\CLEMS0035058.jpg,data\yolo_dataset\labels\train\CLEMS0035058.txt
CLEMS0035023,train,False,2,data\yolo_dataset\images\train\CLEMS0035023.jpg,data\yolo_dataset\labels\train\CLEMS0035023.txt
CLEMS0035135,train,False,1,data\yolo_dataset\images\train\CLEMS0035135.jpg,data\yolo_dataset\labels\train\CLEMS0035135.txt
CLEMS0035944,train,False,1,data\yolo_dataset\images\train\CLEMS0035944.jpg,data\yolo_dataset\labels\train\CLEMS0035944.txt
CLEMS0035044,train,False,2,data\yolo_dataset\images\train\CLEMS0035044.jpg,data\yolo_dataset\labels\train\CLEMS0035044.txt
CLEMS0035040,train,False,1,data\yolo_dataset\images\train\CLEMS0035040.jpg,data\yolo_dataset\labels\train\CLEMS0035040.txt
CLEMS0035055,train,False,2,data\yolo_dataset\images\train\CLEMS0035055.jpg,data\yolo_dataset\labels\train\CLEMS0035055.txt
CLEMS0035025,train,False,1,data\yolo_dataset\images\train\CLEMS0035025.jpg,data\yolo_dataset\labels\train\CLEMS0035025.txt
CLEMS0035022,train,False,2,data\yolo_dataset\images\train\CLEMS0035022.jpg,data\yolo_dataset\labels\train\CLEMS0035022.txt
CLEMS0035053,train,False,1,data\yolo_dataset\images\train\CLEMS0035053.jpg,data\yolo_dataset\labels\train\CLEMS0035053.txt
ODU00011124,train,False,13,data\yolo_dataset\images\train\ODU00011124.jpg,data\yolo_dataset\labels\train\ODU00011124.txt
ODU00011118,train,False,17,data\yolo_dataset\images\train\ODU00011118.jpg,data\yolo_dataset\labels\train\ODU00011118.txt
ODU00011151,train,False,15,data\yolo_dataset\images\train\ODU00011151.jpg,data\yolo_dataset\labels\train\ODU00011151.txt
ODU00011114,train,False,16,data\yolo_dataset\images\train\ODU00011114.jpg,data\yolo_dataset\labels\train\ODU00011114.txt
ODU00011126,train,False,19,data\yolo_dataset\images\train\ODU00011126.jpg,data\yolo_dataset\labels\train\ODU00011126.txt
ODU00011111,train,False,20,data\yolo_dataset\images\train\ODU00011111.jpg,data\yolo_dataset\labels\train\ODU00011111.txt
ODU00011146,train,False,19,data\yolo_dataset\images\train\ODU00011146.jpg,data\yolo_dataset\labels\train\ODU00011146.txt
ODU00011054,train,False,14,data\yolo_dataset\images\train\ODU00011054.jpg,data\yolo_dataset\labels\train\ODU00011054.txt
ODU00011113,train,False,10,data\yolo_dataset\images\train\ODU00011113.jpg,data\yolo_dataset\labels\train\ODU00011113.txt
ODU00011125,train,False,11,data\yolo_dataset\images\train\ODU00011125.jpg,data\yolo_dataset\labels\train\ODU00011125.txt
ODU00011157,train,False,13,data\yolo_dataset\images\train\ODU00011157.jpg,data\yolo_dataset\labels\train\ODU00011157.txt
ODU00011155,train,False,14,data\yolo_dataset\images\train\ODU00011155.jpg,data\yolo_dataset\labels\train\ODU00011155.txt
ODU00011149,train,False,11,data\yolo_dataset\images\train\ODU00011149.jpg,data\yolo_dataset\labels\train\ODU00011149.txt
ODU00011122,train,False,20,data\yolo_dataset\images\train\ODU00011122.jpg,data\yolo_dataset\labels\train\ODU00011122.txt
ODU00011148,train,False,13,data\yolo_dataset\images\train\ODU00011148.jpg,data\yolo_dataset\labels\train\ODU00011148.txt
ODU00011119,train,False,30,data\yolo_dataset\images\train\ODU00011119.jpg,data\yolo_dataset\labels\train\ODU00011119.txt
ODU00011147,train,False,23,data\yolo_dataset\images\train\ODU00011147.jpg,data\yolo_dataset\labels\train\ODU00011147.txt
ODU00011150,train,False,10,data\yolo_dataset\images\train\ODU00011150.jpg,data\yolo_dataset\labels\train\ODU00011150.txt
ODU00011156,train,False,6,data\yolo_dataset\images\train\ODU00011156.jpg,data\yolo_dataset\labels\train\ODU00011156.txt
ODU00011145,train,False,23,data\yolo_dataset\images\train\ODU00011145.jpg,data\yolo_dataset\labels\train\ODU00011145.txt
ODU00011154,train,False,8,data\yolo_dataset\images\train\ODU00011154.jpg,data\yolo_dataset\labels\train\ODU00011154.txt
ODU00011127,train,False,14,data\yolo_dataset\images\train\ODU00011127.jpg,data\yolo_dataset\labels\train\ODU00011127.txt
UT0000757,train,False,19,data\yolo_dataset\images\train\UT0000757.jpg,data\yolo_dataset\labels\train\UT0000757.txt
CM554402,train,False,2,data\yolo_dataset\images\train\CM554402.jpg,data\yolo_dataset\labels\train\CM554402.txt
CLEMS0035212,train,False,1,data\yolo_dataset\images\train\CLEMS0035212.jpg,data\yolo_dataset\labels\train\CLEMS0035212.txt
CLEMS0035159,train,False,1,data\yolo_dataset\images\train\CLEMS0035159.jpg,data\yolo_dataset\labels\train\CLEMS0035159.txt
CLEMS0035134,train,False,2,data\yolo_dataset\images\train\CLEMS0035134.jpg,data\yolo_dataset\labels\train\CLEMS0035134.txt
CLEMS0035131,train,False,14,data\yolo_dataset\images\train\CLEMS0035131.jpg,data\yolo_dataset\labels\train\CLEMS0035131.txt
CLEMS0035142,train,False,2,data\yolo_dataset\images\train\CLEMS0035142.jpg,data\yolo_dataset\labels\train\CLEMS0035142.txt
CLEMS0035156,train,False,2,data\yolo_dataset\images\train\CLEMS0035156.jpg,data\yolo_dataset\labels\train\CLEMS0035156.txt
CLEMS0035130,train,False,2,data\yolo_dataset\images\train\CLEMS0035130.jpg,data\yolo_dataset\labels\train\CLEMS0035130.txt
CLEMS0035137,train,False,2,data\yolo_dataset\images\train\CLEMS0035137.jpg,data\yolo_dataset\labels\train\CLEMS0035137.txt
CLEMS0035133,train,False,2,data\yolo_dataset\images\train\CLEMS0035133.jpg,data\yolo_dataset\labels\train\CLEMS0035133.txt
CLEMS0035030,train,False,1,data\yolo_dataset\images\train\CLEMS0035030.jpg,data\yolo_dataset\labels\train\CLEMS0035030.txt
CLEMS0035138,train,False,2,data\yolo_dataset\images\train\CLEMS0035138.jpg,data\yolo_dataset\labels\train\CLEMS0035138.txt
CLEMS0035132,train,False,2,data\yolo_dataset\images\train\CLEMS0035132.jpg,data\yolo_dataset\labels\train\CLEMS0035132.txt
CLEMS0035125,train,False,2,data\yolo_dataset\images\train\CLEMS0035125.jpg,data\yolo_dataset\labels\train\CLEMS0035125.txt
CLEMS0035151,train,False,2,data\yolo_dataset\images\train\CLEMS0035151.jpg,data\yolo_dataset\labels\train\CLEMS0035151.txt
CLEMS0035136,train,False,11,data\yolo_dataset\images\train\CLEMS0035136.jpg,data\yolo_dataset\labels\train\CLEMS0035136.txt
CLEMS0035213,train,False,2,data\yolo_dataset\images\train\CLEMS0035213.jpg,data\yolo_dataset\labels\train\CLEMS0035213.txt
CLEMS0035207,train,False,2,data\yolo_dataset\images\train\CLEMS0035207.jpg,data\yolo_dataset\labels\train\CLEMS0035207.txt
CLEMS0035143,train,False,2,data\yolo_dataset\images\train\CLEMS0035143.jpg,data\yolo_dataset\labels\train\CLEMS0035143.txt
CLEMS0035161,train,False,2,data\yolo_dataset\images\train\CLEMS0035161.jpg,data\yolo_dataset\labels\train\CLEMS0035161.txt
CLEMS0035033,train,False,2,data\yolo_dataset\images\train\CLEMS0035033.jpg,data\yolo_dataset\labels\train\CLEMS0035033.txt
CLEMS0035054,train,False,1,data\yolo_dataset\images\train\CLEMS0035054.jpg,data\yolo_dataset\labels\train\CLEMS0035054.txt
CLEMS0035056,train,False,2,data\yolo_dataset\images\train\CLEMS0035056.jpg,data\yolo_dataset\labels\train\CLEMS0035056.txt
GA079605,train,False,28,data\yolo_dataset\images\train\GA079605.jpg,data\yolo_dataset\labels\train\GA079605.txt
GA079377,train,False,9,data\yolo_dataset\images\train\GA079377.jpg,data\yolo_dataset\labels\train\GA079377.txt
GA079366,train,False,13,data\yolo_dataset\images\train\GA079366.jpg,data\yolo_dataset\labels\train\GA079366.txt
GA079578,train,False,17,data\yolo_dataset\images\train\GA079578.jpg,data\yolo_dataset\labels\train\GA079578.txt
GA079547,train,False,16,data\yolo_dataset\images\train\GA079547.jpg,data\yolo_dataset\labels\train\GA079547.txt
GA079418,train,False,6,data\yolo_dataset\images\train\GA079418.jpg,data\yolo_dataset\labels\train\GA079418.txt
GA079572,train,False,24,data\yolo_dataset\images\train\GA079572.jpg,data\yolo_dataset\labels\train\GA079572.txt
GA193218,train,False,16,data\yolo_dataset\images\train\GA193218.jpg,data\yolo_dataset\labels\train\GA193218.txt
GA079552,train,False,29,data\yolo_dataset\images\train\GA079552.jpg,data\yolo_dataset\labels\train\GA079552.txt
GA079403,train,False,28,data\yolo_dataset\images\train\GA079403.jpg,data\yolo_dataset\labels\train\GA079403.txt
GA079591,train,False,2,data\yolo_dataset\images\train\GA079591.jpg,data\yolo_dataset\labels\train\GA079591.txt
GA079554,train,False,2,data\yolo_dataset\images\train\GA079554.jpg,data\yolo_dataset\labels\train\GA079554.txt
GA079342,train,False,2,data\yolo_dataset\images\train\GA079342.jpg,data\yolo_dataset\labels\train\GA079342.txt
GA079426,train,False,25,data\yolo_dataset\images\train\GA079426.jpg,data\yolo_dataset\labels\train\GA079426.txt
GA079573,train,False,2,data\yolo_dataset\images\train\GA079573.jpg,data\yolo_dataset\labels\train\GA079573.txt
GA079321,train,False,2,data\yolo_dataset\images\train\GA079321.jpg,data\yolo_dataset\labels\train\GA079321.txt
GA079421,train,False,6,data\yolo_dataset\images\train\GA079421.jpg,data\yolo_dataset\labels\train\GA079421.txt
GA079544,train,False,2,data\yolo_dataset\images\train\GA079544.jpg,data\yolo_dataset\labels\train\GA079544.txt
GA079347,train,False,17,data\yolo_dataset\images\train\GA079347.jpg,data\yolo_dataset\labels\train\GA079347.txt
GA079574,train,False,15,data\yolo_dataset\images\train\GA079574.jpg,data\yolo_dataset\labels\train\GA079574.txt
GA079568,train,False,34,data\yolo_dataset\images\train\GA079568.jpg,data\yolo_dataset\labels\train\GA079568.txt
GA272922,train,False,13,data\yolo_dataset\images\train\GA272922.jpg,data\yolo_dataset\labels\train\GA272922.txt
GA079549,train,False,22,data\yolo_dataset\images\train\GA079549.jpg,data\yolo_dataset\labels\train\GA079549.txt
GA079579,train,False,2,data\yolo_dataset\images\train\GA079579.jpg,data\yolo_dataset\labels\train\GA079579.txt
GA079587,train,False,24,data\yolo_dataset\images\train\GA079587.jpg,data\yolo_dataset\labels\train\GA079587.txt
GA079541,train,False,2,data\yolo_dataset\images\train\GA079541.jpg,data\yolo_dataset\labels\train\GA079541.txt
GA079590,train,False,37,data\yolo_dataset\images\train\GA079590.jpg,data\yolo_dataset\labels\train\GA079590.txt
GA085015,train,False,2,data\yolo_dataset\images\train\GA085015.jpg,data\yolo_dataset\labels\train\GA085015.txt
GA079540,train,False,2,data\yolo_dataset\images\train\GA079540.jpg,data\yolo_dataset\labels\train\GA079540.txt
GA079563,train,False,13,data\yolo_dataset\images\train\GA079563.jpg,data\yolo_dataset\labels\train\GA079563.txt
GA079553,train,False,2,data\yolo_dataset\images\train\GA079553.jpg,data\yolo_dataset\labels\train\GA079553.txt
GA079442,train,False,12,data\yolo_dataset\images\train\GA079442.jpg,data\yolo_dataset\labels\train\GA079442.txt
GA079593,train,False,21,data\yolo_dataset\images\train\GA079593.jpg,data\yolo_dataset\labels\train\GA079593.txt
GA079571,train,False,24,data\yolo_dataset\images\train\GA079571.jpg,data\yolo_dataset\labels\train\GA079571.txt
GA079543,train,False,19,data\yolo_dataset\images\train\GA079543.jpg,data\yolo_dataset\labels\train\GA079543.txt
GA079600,train,False,7,data\yolo_dataset\images\train\GA079600.jpg,data\yolo_dataset\labels\train\GA079600.txt
GA079598,train,False,24,data\yolo_dataset\images\train\GA079598.jpg,data\yolo_dataset\labels\train\GA079598.txt
GA079584,train,False,32,data\yolo_dataset\images\train\GA079584.jpg,data\yolo_dataset\labels\train\GA079584.txt
GA079364,train,False,15,data\yolo_dataset\images\train\GA079364.jpg,data\yolo_dataset\labels\train\GA079364.txt
GA079597,train,False,29,data\yolo_dataset\images\train\GA079597.jpg,data\yolo_dataset\labels\train\GA079597.txt
GA202225,train,False,2,data\yolo_dataset\images\train\GA202225.jpg,data\yolo_dataset\labels\train\GA202225.txt
GA275039,train,False,2,data\yolo_dataset\images\train\GA275039.jpg,data\yolo_dataset\labels\train\GA275039.txt
GA079557,train,False,14,data\yolo_dataset\images\train\GA079557.jpg,data\yolo_dataset\labels\train\GA079557.txt
GA079604,train,False,2,data\yolo_dataset\images\train\GA079604.jpg,data\yolo_dataset\labels\train\GA079604.txt
GA079423,train,False,24,data\yolo_dataset\images\train\GA079423.jpg,data\yolo_dataset\labels\train\GA079423.txt
GA262377,train,False,3,data\yolo_dataset\images\train\GA262377.jpg,data\yolo_dataset\labels\train\GA262377.txt
GA079371,train,False,12,data\yolo_dataset\images\train\GA079371.jpg,data\yolo_dataset\labels\train\GA079371.txt
GA079588,train,False,20,data\yolo_dataset\images\train\GA079588.jpg,data\yolo_dataset\labels\train\GA079588.txt
GA079582,train,False,2,data\yolo_dataset\images\train\GA079582.jpg,data\yolo_dataset\labels\train\GA079582.txt
GA268339,train,False,12,data\yolo_dataset\images\train\GA268339.jpg,data\yolo_dataset\labels\train\GA268339.txt
GA079344,train,False,10,data\yolo_dataset\images\train\GA079344.jpg,data\yolo_dataset\labels\train\GA079344.txt
GA079560,train,False,2,data\yolo_dataset\images\train\GA079560.jpg,data\yolo_dataset\labels\train\GA079560.txt
GA268340,train,False,2,data\yolo_dataset\images\train\GA268340.jpg,data\yolo_dataset\labels\train\GA268340.txt
GA079372,train,False,2,data\yolo_dataset\images\train\GA079372.jpg,data\yolo_dataset\labels\train\GA079372.txt
GA079603,train,False,24,data\yolo_dataset\images\train\GA079603.jpg,data\yolo_dataset\labels\train\GA079603.txt
GA079595,train,False,2,data\yolo_dataset\images\train\GA079595.jpg,data\yolo_dataset\labels\train\GA079595.txt
GA079564,train,False,16,data\yolo_dataset\images\train\GA079564.jpg,data\yolo_dataset\labels\train\GA079564.txt
GA079592,train,False,2,data\yolo_dataset\images\train\GA079592.jpg,data\yolo_dataset\labels\train\GA079592.txt
GA079374,train,False,7,data\yolo_dataset\images\train\GA079374.jpg,data\yolo_dataset\labels\train\GA079374.txt
GA260381,train,False,2,data\yolo_dataset\images\train\GA260381.jpg,data\yolo_dataset\labels\train\GA260381.txt
GA160251,train,False,2,data\yolo_dataset\images\train\GA160251.jpg,data\yolo_dataset\labels\train\GA160251.txt
GA079350,train,False,2,data\yolo_dataset\images\train\GA079350.jpg,data\yolo_dataset\labels\train\GA079350.txt
GA079358,train,False,18,data\yolo_dataset\images\train\GA079358.jpg,data\yolo_dataset\labels\train\GA079358.txt
GA268341,train,False,2,data\yolo_dataset\images\train\GA268341.jpg,data\yolo_dataset\labels\train\GA268341.txt
GA271445,train,False,30,data\yolo_dataset\images\train\GA271445.jpg,data\yolo_dataset\labels\train\GA271445.txt
GA079369,train,False,2,data\yolo_dataset\images\train\GA079369.jpg,data\yolo_dataset\labels\train\GA079369.txt
GA079545,train,False,2,data\yolo_dataset\images\train\GA079545.jpg,data\yolo_dataset\labels\train\GA079545.txt
GA079569,train,False,19,data\yolo_dataset\images\train\GA079569.jpg,data\yolo_dataset\labels\train\GA079569.txt
GA079376,train,False,2,data\yolo_dataset\images\train\GA079376.jpg,data\yolo_dataset\labels\train\GA079376.txt
GA079599,train,False,18,data\yolo_dataset\images\train\GA079599.jpg,data\yolo_dataset\labels\train\GA079599.txt
GA079551,train,False,22,data\yolo_dataset\images\train\GA079551.jpg,data\yolo_dataset\labels\train\GA079551.txt
GA079570,train,False,18,data\yolo_dataset\images\train\GA079570.jpg,data\yolo_dataset\labels\train\GA079570.txt
GA193219,train,False,16,data\yolo_dataset\images\train\GA193219.jpg,data\yolo_dataset\labels\train\GA193219.txt
GA079548,train,False,2,data\yolo_dataset\images\train\GA079548.jpg,data\yolo_dataset\labels\train\GA079548.txt
GA079542,train,False,2,data\yolo_dataset\images\train\GA079542.jpg,data\yolo_dataset\labels\train\GA079542.txt
GA079576,train,False,26,data\yolo_dataset\images\train\GA079576.jpg,data\yolo_dataset\labels\train\GA079576.txt
GA079586,train,False,17,data\yolo_dataset\images\train\GA079586.jpg,data\yolo_dataset\labels\train\GA079586.txt
GA079375,train,False,2,data\yolo_dataset\images\train\GA079375.jpg,data\yolo_dataset\labels\train\GA079375.txt
GA079559,train,False,24,data\yolo_dataset\images\train\GA079559.jpg,data\yolo_dataset\labels\train\GA079559.txt
GA079596,train,False,2,data\yolo_dataset\images\train\GA079596.jpg,data\yolo_dataset\labels\train\GA079596.txt
GA079550,train,False,2,data\yolo_dataset\images\train\GA079550.jpg,data\yolo_dataset\labels\train\GA079550.txt
VSC0065711,train,False,17,data\yolo_dataset\images\train\VSC0065711.jpg,data\yolo_dataset\labels\train\VSC0065711.txt
VSC0061817,train,False,12,data\yolo_dataset\images\train\VSC0061817.jpg,data\yolo_dataset\labels\train\VSC0061817.txt
VSC0063913,train,False,12,data\yolo_dataset\images\train\VSC0063913.jpg,data\yolo_dataset\labels\train\VSC0063913.txt
VSC0059153,train,False,13,data\yolo_dataset\images\train\VSC0059153.jpg,data\yolo_dataset\labels\train\VSC0059153.txt
VSC0015459,train,False,16,data\yolo_dataset\images\train\VSC0015459.jpg,data\yolo_dataset\labels\train\VSC0015459.txt
VSC0067678,train,False,14,data\yolo_dataset\images\train\VSC0067678.jpg,data\yolo_dataset\labels\train\VSC0067678.txt
VSC0061904,train,False,18,data\yolo_dataset\images\train\VSC0061904.jpg,data\yolo_dataset\labels\train\VSC0061904.txt
VSC0015458,train,False,26,data\yolo_dataset\images\train\VSC0015458.jpg,data\yolo_dataset\labels\train\VSC0015458.txt
VSC0080243,train,False,16,data\yolo_dataset\images\train\VSC0080243.jpg,data\yolo_dataset\labels\train\VSC0080243.txt
VSC0004101,train,False,17,data\yolo_dataset\images\train\VSC0004101.jpg,data\yolo_dataset\labels\train\VSC0004101.txt
VSC0001194,train,False,19,data\yolo_dataset\images\train\VSC0001194.jpg,data\yolo_dataset\labels\train\VSC0001194.txt
VSC0086281,train,False,17,data\yolo_dataset\images\train\VSC0086281.jpg,data\yolo_dataset\labels\train\VSC0086281.txt
VSC0075762,train,False,11,data\yolo_dataset\images\train\VSC0075762.jpg,data\yolo_dataset\labels\train\VSC0075762.txt
VSC0078609,train,False,11,data\yolo_dataset\images\train\VSC0078609.jpg,data\yolo_dataset\labels\train\VSC0078609.txt
VSC0002453,train,False,17,data\yolo_dataset\images\train\VSC0002453.jpg,data\yolo_dataset\labels\train\VSC0002453.txt
VSC0066486,train,False,8,data\yolo_dataset\images\train\VSC0066486.jpg,data\yolo_dataset\labels\train\VSC0066486.txt
VSC0083502,train,False,14,data\yolo_dataset\images\train\VSC0083502.jpg,data\yolo_dataset\labels\train\VSC0083502.txt
VSC0059474,train,False,20,data\yolo_dataset\images\train\VSC0059474.jpg,data\yolo_dataset\labels\train\VSC0059474.txt
VSC0004380,train,False,17,data\yolo_dataset\images\train\VSC0004380.jpg,data\yolo_dataset\labels\train\VSC0004380.txt
VSC0067189,train,False,11,data\yolo_dataset\images\train\VSC0067189.jpg,data\yolo_dataset\labels\train\VSC0067189.txt
UNA00049306,train,False,2,data\yolo_dataset\images\train\UNA00049306.jpg,data\yolo_dataset\labels\train\UNA00049306.txt
UNA00049303,train,False,2,data\yolo_dataset\images\train\UNA00049303.jpg,data\yolo_dataset\labels\train\UNA00049303.txt
UNA00053791,train,False,9,data\yolo_dataset\images\train\UNA00053791.jpg,data\yolo_dataset\labels\train\UNA00053791.txt
UNA00063085,train,False,36,data\yolo_dataset\images\train\UNA00063085.jpg,data\yolo_dataset\labels\train\UNA00063085.txt
UNA00044210,train,False,2,data\yolo_dataset\images\train\UNA00044210.jpg,data\yolo_dataset\labels\train\UNA00044210.txt
UNA00049308,train,False,2,data\yolo_dataset\images\train\UNA00049308.jpg,data\yolo_dataset\labels\train\UNA00049308.txt
UNA00061001,train,False,7,data\yolo_dataset\images\train\UNA00061001.jpg,data\yolo_dataset\labels\train\UNA00061001.txt
UNA00049252,train,False,18,data\yolo_dataset\images\train\UNA00049252.jpg,data\yolo_dataset\labels\train\UNA00049252.txt
UNA00049254,train,False,17,data\yolo_dataset\images\train\UNA00049254.jpg,data\yolo_dataset\labels\train\UNA00049254.txt
UNA00049309,train,False,6,data\yolo_dataset\images\train\UNA00049309.jpg,data\yolo_dataset\labels\train\UNA00049309.txt
UNA00049305,train,False,2,data\yolo_dataset\images\train\UNA00049305.jpg,data\yolo_dataset\labels\train\UNA00049305.txt
UNA00055754,train,False,21,data\yolo_dataset\images\train\UNA00055754.jpg,data\yolo_dataset\labels\train\UNA00055754.txt
UNA00060391,train,False,3,data\yolo_dataset\images\train\UNA00060391.jpg,data\yolo_dataset\labels\train\UNA00060391.txt
UNA00025470,train,False,22,data\yolo_dataset\images\train\UNA00025470.jpg,data\yolo_dataset\labels\train\UNA00025470.txt
UNA00049253,train,False,25,data\yolo_dataset\images\train\UNA00049253.jpg,data\yolo_dataset\labels\train\UNA00049253.txt
UNA00057161,train,False,5,data\yolo_dataset\images\train\UNA00057161.jpg,data\yolo_dataset\labels\train\UNA00057161.txt
UNA00049302,train,False,11,data\yolo_dataset\images\train\UNA00049302.jpg,data\yolo_dataset\labels\train\UNA00049302.txt
UNA00058938,train,False,22,data\yolo_dataset\images\train\UNA00058938.jpg,data\yolo_dataset\labels\train\UNA00058938.txt
UNA00055909,train,False,23,data\yolo_dataset\images\train\UNA00055909.jpg,data\yolo_dataset\labels\train\UNA00055909.txt
UNA00058842,train,False,3,data\yolo_dataset\images\train\UNA00058842.jpg,data\yolo_dataset\labels\train\UNA00058842.txt
191812,train,False,39,data\yolo_dataset\images\train\191812.jpg,data\yolo_dataset\labels\train\191812.txt
77035,train,False,26,data\yolo_dataset\images\train\77035.jpg,data\yolo_dataset\labels\train\77035.txt
293908,train,False,28,data\yolo_dataset\images\train\293908.jpg,data\yolo_dataset\labels\train\293908.txt
238346,train,False,58,data\yolo_dataset\images\train\238346.jpg,data\yolo_dataset\labels\train\238346.txt
238350,train,False,49,data\yolo_dataset\images\train\238350.jpg,data\yolo_dataset\labels\train\238350.txt
81524,train,False,49,data\yolo_dataset\images\train\81524.jpg,data\yolo_dataset\labels\train\81524.txt
275613,train,False,32,data\yolo_dataset\images\train\275613.jpg,data\yolo_dataset\labels\train\275613.txt
301679,train,False,18,data\yolo_dataset\images\train\301679.jpg,data\yolo_dataset\labels\train\301679.txt
86290,train,False,10,data\yolo_dataset\images\train\86290.jpg,data\yolo_dataset\labels\train\86290.txt
